"Player","Season","Date","Day","Comp","Round","Venue","Result","Squad","Opponent","Start","Pos","Min","Gls_Performance","Ast_Performance","PK_Performance","PKatt_Performance","Sh_Performance","SoT_Performance","CrdY_Performance","CrdR_Performance","Touches_Performance","Tkl_Performance","Int_Performance","Blocks_Performance","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons","Fls_Performance","Fld_Performance","Off_Performance","Crs_Performance","TklW_Performance","OG_Performance","PKwon_Performance","PKcon_Performance"
"Frenkie de Jong","2022-2023","11/5/22","Sat","La Liga","Matchweek 13","Home","W 2–0","Barcelona","Almería","Y","LM",90,1,0,0,0,3,2,0,0,105,0,0,0,0.4,0.4,0.4,8,0,79,96,82.3,10,68,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","11/8/22","Tue","La Liga","Matchweek 14","Away","W 2–1","Barcelona","Osasuna","Y","LM,CB",90,0,1,0,0,0,0,0,0,78,0,1,0,0,0,0.4,4,2,61,70,87.1,3,56,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","11/21/22","Mon","World Cup","Group stage","Neutral","W 2–0","Netherlands","Senegal","Y","CM",90,0,1,0,0,0,0,0,0,77,2,0,2,0,0,0.2,4,1,57,67,85.1,7,53,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","11/25/22","Fri","World Cup","Group stage","Neutral","D 1–1","Netherlands","Ecuador","Y","CM",90,0,0,0,0,0,0,0,0,82,7,2,2,0,0,0,0,0,64,69,92.8,2,46,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","11/29/22","Tue","World Cup","Group stage","Neutral","W 2–0","Netherlands","Qatar","Y","CM",85,1,0,0,0,2,1,0,0,102,2,1,0,0.9,0.9,0,3,0,85,92,92.4,6,69,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","12/3/22","Sat","World Cup","Round of 16","Neutral","W 3–1","Netherlands","United States","Y","CM",90,0,0,0,0,0,0,1,0,55,1,2,2,0,0,0,2,1,34,43,79.1,2,27,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","12/9/22","Fri","World Cup","Quarter-finals","Neutral","D 2 (3)–2 (4)","Netherlands","Argentina","Y","CM,DM",120,0,0,0,0,0,0,0,0,96,0,1,0,0,0,0,0,0,83,93,89.2,9,60,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","12/31/22","Sat","La Liga","Matchweek 15","Home","D 1–1","Barcelona","Espanyol","Y","CM",81,0,0,0,0,0,0,0,0,67,2,1,0,0,0,0.1,4,0,59,62,95.2,6,48,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","1/4/23","Wed","Copa del Rey","Round of 32","Away","W 4–3","Barcelona","Intercity","N","On matchday squad, but did not play",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","1/8/23","Sun","La Liga","Matchweek 16","Away","W 1–0","Barcelona","Atlético Madrid","Y","LM",57,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,1,0,47,54,87,5,48,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","1/12/23","Thu","Supercopa de España","Semi-finals","Away","D 2 (4)–2 (2)","Barcelona","Betis","Y","CM",62,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","1/15/23","Sun","Supercopa de España","Final","Away","W 3–1","Barcelona","Real Madrid","Y","DM",86,0,0,0,0,1,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","1/22/23","Sun","La Liga","Matchweek 18","Home","W 1–0","Barcelona","Getafe","N","On matchday squad, but did not play",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","1/25/23","Wed","Copa del Rey","Quarter-finals","Home","W 1–0","Barcelona","Real Sociedad","Y","CM",90,0,0,0,0,2,1,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","1/28/23","Sat","La Liga","Matchweek 19","Away","W 1–0","Barcelona","Girona","Y","LM",90,0,0,0,0,0,0,0,0,59,1,1,0,0,0,0.1,2,0,46,57,80.7,6,35,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","2/1/23","Wed","La Liga","Matchweek 17","Away","W 2–1","Barcelona","Betis","Y","RM",90,0,0,0,0,0,0,0,0,111,1,1,0,0,0,0,4,1,99,107,92.5,13,87,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","2/5/23","Sun","La Liga","Matchweek 20","Home","W 3–0","Barcelona","Sevilla","Y","LM",90,0,0,0,0,0,0,0,0,94,2,1,0,0,0,0,4,1,80,89,89.9,10,53,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","2/12/23","Sun","La Liga","Matchweek 21","Away","W 1–0","Barcelona","Villarreal","Y","CM",90,0,0,0,0,0,0,1,0,67,1,6,0,0,0,0.2,1,0,47,55,85.5,6,39,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","2/16/23","Thu","Europa Lg","Knockout round play-offs","Home","D 2–2","Barcelona","Manchester Utd","Y","DM",90,0,0,0,0,0,0,0,0,52,2,0,0,0,0,0,0,0,40,47,85.1,5,28,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","2/19/23","Sun","La Liga","Matchweek 22","Home","W 2–0","Barcelona","Cádiz","Y","CM",68,0,0,0,0,0,0,1,0,58,0,1,0,0,0,0.1,3,1,48,54,88.9,6,31,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","2/23/23","Thu","Europa Lg","Knockout round play-offs","Away","L 1–2","Barcelona","Manchester Utd","Y","LM",90,0,0,0,0,0,0,0,0,57,2,0,3,0,0,0.2,1,0,37,47,78.7,4,32,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","2/26/23","Sun","La Liga","Matchweek 23","Away","L 0–1","Barcelona","Almería","Y","LM,CM",90,0,0,0,0,0,0,0,0,87,1,0,0,0,0,0.1,4,0,71,81,87.7,13,66,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","3/2/23","Thu","Copa del Rey","Semi-finals","Away","W 1–0","Barcelona","Real Madrid","Y","CM",90,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","3/5/23","Sun","La Liga","Matchweek 24","Home","W 1–0","Barcelona","Valencia","Y","LM",45,0,0,0,0,1,1,0,0,25,0,0,0,0,0,0,0,0,20,22,90.9,4,18,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","3/12/23","Sun","La Liga","Matchweek 25","Away","W 1–0","Barcelona","Athletic Club","Y","LM,CM",90,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0.1,2,0,70,81,86.4,9,70,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","3/19/23","Sun","La Liga","Matchweek 26","Home","W 2–1","Barcelona","Real Madrid","Y","LM",90,0,0,0,0,1,0,0,0,92,3,2,0,0,0,0.3,6,0,79,86,91.9,11,63,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","4/23/23","Sun","La Liga","Matchweek 30","Home","W 1–0","Barcelona","Atlético Madrid","Y","DM",77,0,0,0,0,1,0,0,0,87,0,1,1,0,0,0.1,3,0,74,82,90.2,6,55,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","4/26/23","Wed","La Liga","Matchweek 31","Away","L 1–2","Barcelona","Rayo Vallecano","Y","CM",78,0,0,0,0,0,0,0,0,63,2,0,0,0,0,0,1,0,52,58,89.7,5,34,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","4/29/23","Sat","La Liga","Matchweek 32","Home","W 4–0","Barcelona","Betis","Y","LM",58,0,0,0,0,0,0,0,0,76,0,0,2,0,0,0,0,0,69,73,94.5,9,57,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","5/2/23","Tue","La Liga","Matchweek 33","Home","W 1–0","Barcelona","Osasuna","Y","DM",90,0,1,0,0,1,1,0,0,120,1,0,0,0.5,0.5,0.4,7,1,96,112,85.7,23,100,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","5/14/23","Sun","La Liga","Matchweek 34","Away","W 4–2","Barcelona","Espanyol","Y","LM",90,0,1,0,0,0,0,0,0,115,2,2,2,0,0,0.6,5,2,101,106,95.3,13,98,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","5/20/23","Sat","La Liga","Matchweek 35","Home","L 1–2","Barcelona","Real Sociedad","Y","LM,DM",90,0,0,0,0,1,0,1,0,90,3,2,0,0.1,0.1,0,2,0,75,84,89.3,8,66,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","5/23/23","Tue","La Liga","Matchweek 36","Away","L 1–3","Barcelona","Valladolid","Y","LM,DM",90,0,1,0,0,0,0,0,0,119,2,1,0,0,0,0.7,7,1,99,110,90,15,82,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","5/28/23","Sun","La Liga","Matchweek 37","Home","W 3–0","Barcelona","Mallorca","Y","LM",90,0,0,0,0,0,0,0,0,103,1,0,0,0,0,0.3,9,1,94,102,92.2,20,90,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","6/4/23","Sun","La Liga","Matchweek 38","Away","L 1–2","Barcelona","Celta Vigo","Y","DM,LM",90,0,0,0,0,0,0,0,0,110,3,0,1,0,0,0,3,0,98,104,94.2,15,82,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","6/14/23","Wed","UEFA Nations League","Semi-finals","Neutral","L 2–4","Netherlands","Croatia","Y","CM",120,0,0,0,0,0,0,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Frenkie de Jong","2022-2023","6/18/23","Sun","UEFA Nations League","Third-place match","Neutral","L 2–3","Netherlands","Italy","Y","DM",90,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-06-03","Fri","UEFA Nations League","League A","Home","L 1–2","France","Denmark","Y","CB",89,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-06-06","Mon","UEFA Nations League","League A","Away","D 1–1","France","Croatia","N","On matchday squad, but did not play",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-06-10","Fri","UEFA Nations League","League A","Away","D 1–1","France","Austria","N","On matchday squad, but did not play",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-06-13","Mon","UEFA Nations League","League A","Home","L 0–1","France","Croatia","Y","RB",45,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-08-28","Sun","La Liga","Matchweek 3","Home","W 4–0","Barcelona","Valladolid","Y","RB,CB",90,0,0,0,0,1,0,0,0,75,0,1,2,0.1,0.1,0.1,3,0,61,69,88.4,8,39,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-09-03","Sat","La Liga","Matchweek 4","Away","W 3–0","Barcelona","Sevilla","Y","RB,CB",90,0,2,0,0,1,0,0,0,64,0,0,0,0.3,0.3,1.1,3,2,43,55,78.2,2,45,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-09-07","Wed","Champions Lg","Group stage","Home","W 5–1","Barcelona","Viktoria Plzeň","Y","RB,CB",90,0,1,0,0,0,0,0,0,106,4,3,1,0,0,0.1,1,1,92,99,92.9,15,80,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-09-10","Sat","La Liga","Matchweek 5","Away","W 4–0","Barcelona","Cádiz","N","On matchday squad, but did not play",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-09-13","Tue","Champions Lg","Group stage","Away","L 0–2","Barcelona","Bayern Munich","Y","RB",90,0,0,0,0,0,0,0,0,80,3,0,0,0,0,0,4,0,61,71,85.9,9,50,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-09-17","Sat","La Liga","Matchweek 6","Home","W 3–0","Barcelona","Elche","Y","RB,CB",90,0,0,0,0,1,0,0,0,72,2,0,0,0,0,0,2,1,64,67,95.5,10,48,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-09-22","Thu","UEFA Nations League","League A","Home","W 2–0","France","Austria","Y","CB",22,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-10-16","Sun","La Liga","Matchweek 9","Away","L 1–3","Barcelona","Real Madrid","Y","CB",90,0,0,0,0,0,0,0,0,87,2,0,1,0,0,0,3,0,77,83,92.8,9,71,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-10-20","Thu","La Liga","Matchweek 10","Home","W 3–0","Barcelona","Villarreal","Y","CB",77,0,0,0,0,0,0,0,0,85,1,2,0,0,0,0,1,0,79,81,97.5,4,55,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-10-23","Sun","La Liga","Matchweek 11","Home","W 4–0","Barcelona","Athletic Club","Y","CB",62,0,0,0,0,0,0,0,0,67,0,0,1,0,0,0,0,0,58,62,93.5,4,54,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-10-26","Wed","Champions Lg","Group stage","Home","L 0–3","Barcelona","Bayern Munich","Y","CB",66,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,47,51,92.2,4,44,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-10-29","Sat","La Liga","Matchweek 12","Away","W 1–0","Barcelona","Valencia","Y","CB",73,0,0,0,0,2,0,0,0,66,2,1,0,0.1,0.1,0,0,0,55,60,91.7,3,45,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-11-22","Tue","World Cup","Group stage","Neutral","W 4–1","France","Australia","N","RB",2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,8,9,88.9,0,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-11-26","Sat","World Cup","Group stage","Neutral","W 2–1","France","Denmark","Y","RB",90,0,0,0,0,2,0,1,0,74,1,2,0,0.1,0.1,0,1,1,50,67,74.6,7,40,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-11-30","Wed","World Cup","Group stage","Neutral","L 0–1","France","Tunisia","N","On matchday squad, but did not play",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-12-04","Sun","World Cup","Round of 16","Neutral","W 3–1","France","Poland","Y","RB",89,0,0,0,0,1,1,0,0,75,3,0,1,0,0,0,1,0,61,69,88.4,2,43,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-12-10","Sat","World Cup","Quarter-finals","Neutral","W 2–1","France","England","Y","RB",90,0,0,0,0,0,0,0,0,58,0,1,3,0,0,0.1,1,0,38,49,77.6,4,23,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-12-14","Wed","World Cup","Semi-finals","Neutral","W 2–0","France","Morocco","Y","RB",90,0,0,0,0,1,0,0,0,57,3,1,3,0,0,0,0,0,42,48,87.5,1,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-12-18","Sun","World Cup","Final","Neutral","D 3 (2)–3 (4)","France","Argentina","Y","RB",119,0,0,0,0,0,0,0,0,79,4,1,0,0,0,0,1,0,53,69,76.8,6,35,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2022-12-31","Sat","La Liga","Matchweek 15","Home","D 1–1","Barcelona","Espanyol","N","RB",9,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,11,14,78.6,2,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-01-04","Wed","Copa del Rey","Round of 32","Away","W 4–3","Barcelona","Intercity","Y","CB",120,0,0,0,0,1,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-01-08","Sun","La Liga","Matchweek 16","Away","W 1–0","Barcelona","Atlético Madrid","Y","RB",90,0,0,0,0,0,0,0,0,102,1,2,4,0,0,0.1,1,0,67,83,80.7,4,62,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-01-12","Thu","Supercopa de España","Semi-finals","Away","D 2 (4)–2 (2)","Barcelona","Betis","Y","CB",120,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-01-15","Sun","Supercopa de España","Final","Away","W 3–1","Barcelona","Real Madrid","Y","CB",90,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-01-19","Thu","Copa del Rey","Round of 16","Away","W 5–0","Barcelona","D Ceuta","N","On matchday squad, but did not play",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-01-22","Sun","La Liga","Matchweek 18","Home","W 1–0","Barcelona","Getafe","Y","CB,RB",90,0,0,0,0,0,0,0,0,131,1,1,0,0,0,0,0,0,117,126,92.9,6,100,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-01-25","Wed","Copa del Rey","Quarter-finals","Home","W 1–0","Barcelona","Real Sociedad","Y","RB",90,0,1,0,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-01-28","Sat","La Liga","Matchweek 19","Away","W 1–0","Barcelona","Girona","Y","RB",90,0,0,0,0,0,0,0,0,74,2,0,0,0,0,0,0,0,62,69,89.9,9,34,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-02-01","Wed","La Liga","Matchweek 17","Away","W 2–1","Barcelona","Betis","Y","RB",90,0,0,0,0,0,0,0,0,83,3,1,2,0,0,0,2,0,59,73,80.8,5,48,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-02-05","Sun","La Liga","Matchweek 20","Home","W 3–0","Barcelona","Sevilla","Y","RB",90,0,0,0,0,1,0,0,0,83,0,1,3,0,0,0,3,1,66,75,88,13,50,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-02-12","Sun","La Liga","Matchweek 21","Away","W 1–0","Barcelona","Villarreal","Y","RB",90,0,0,0,0,0,0,1,0,69,0,1,0,0,0,0,1,0,48,61,78.7,4,46,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-02-16","Thu","Europa Lg","Knockout round play-offs","Home","D 2–2","Barcelona","Manchester Utd","Y","CB,RB",90,0,1,0,0,0,0,0,0,70,0,1,2,0,0,0,4,1,51,60,85,6,43,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-02-19","Sun","La Liga","Matchweek 22","Home","W 2–0","Barcelona","Cádiz","Y","RB",90,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,1,0,49,58,84.5,6,31,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-02-23","Thu","Europa Lg","Knockout round play-offs","Away","L 1–2","Barcelona","Manchester Utd","Y","RB",90,0,0,0,0,1,1,0,0,68,3,1,1,0.2,0.2,0,2,0,40,59,67.8,5,41,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-02-26","Sun","La Liga","Matchweek 23","Away","L 0–1","Barcelona","Almería","N","On matchday squad, but did not play",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-03-02","Thu","Copa del Rey","Semi-finals","Away","W 1–0","Barcelona","Real Madrid","Y","CB",90,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-03-05","Sun","La Liga","Matchweek 24","Home","W 1–0","Barcelona","Valencia","Y","RB",90,0,0,0,0,1,0,0,0,73,1,2,0,0.1,0.1,0,2,0,44,55,80,8,44,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-03-12","Sun","La Liga","Matchweek 25","Away","W 1–0","Barcelona","Athletic Club","Y","CB,RB",90,0,0,0,0,0,0,0,0,90,1,1,1,0,0,0,0,0,72,81,88.9,3,63,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-03-19","Sun","La Liga","Matchweek 26","Home","W 2–1","Barcelona","Real Madrid","Y","CB",90,0,0,0,0,0,0,0,0,53,1,1,2,0,0,0,2,0,40,46,87,3,33,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-03-24","Fri","UEFA Euro Qualifying","Group stage","Home","W 4–0","France","Netherlands","Y","RB",90,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-03-27","Mon","UEFA Euro Qualifying","Group stage","Away","W 1–0","France","Rep. of Ireland","N","",10,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-04-01","Sat","La Liga","Matchweek 27","Away","W 4–0","Barcelona","Elche","Y","RB,CB",90,0,0,0,0,1,0,0,0,86,2,2,1,0.1,0.1,0,1,1,62,69,89.9,1,55,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-04-05","Wed","Copa del Rey","Semi-finals","Home","L 0–4","Barcelona","Real Madrid","Y","CB",90,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-04-10","Mon","La Liga","Matchweek 28","Home","D 0–0","Barcelona","Girona","Y","RB",90,0,0,0,0,2,0,0,0,63,1,1,0,0.1,0.1,0.1,1,0,44,55,80,6,44,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-04-16","Sun","La Liga","Matchweek 29","Away","D 0–0","Barcelona","Getafe","Y","RB,CB",90,0,0,0,0,0,0,0,0,84,0,1,0,0,0,0,2,0,60,77,77.9,11,59,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-04-23","Sun","La Liga","Matchweek 30","Home","W 1–0","Barcelona","Atlético Madrid","Y","RB",90,0,0,0,0,0,0,0,0,112,2,0,2,0,0,0.1,2,0,91,103,88.3,13,57,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-04-26","Wed","La Liga","Matchweek 31","Away","L 1–2","Barcelona","Rayo Vallecano","Y","RB,CB",90,0,0,0,0,1,0,0,0,70,3,0,1,0,0,0.1,1,0,47,61,77,8,39,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-04-29","Sat","La Liga","Matchweek 32","Home","W 4–0","Barcelona","Betis","Y","RB",90,0,1,0,0,0,0,0,0,78,1,0,0,0,0,0.8,4,1,63,76,82.9,8,56,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Jules Koundé","2022-2023","2023-05-02","Tue","La Liga","Matchweek 33","Home","W 1–0","Barcelona","Osasuna","Y","RB",90,0,0,0,0,0,0,0,0,69,3,1,0,0,0,0.1,1,0,56,65,86.2,5,47,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
